ed		q/p
0		0
0.00813008	0.0730337
0.0162602	0.129213
0.0243902	0.191011
0.0325203	0.255618
0.0325203	0.255618
0.0406504	0.345506
0.0487805	0.384831
0.0569106	0.407303
0.0650407	0.457865
0.0650407	0.457865
0.0731707	0.539326
0.0813008	0.564607
0.0894309	0.589888
0.097561	0.615169
0.105691	0.654494
0.113821	0.676966
0.121951	0.699438
0.130081	0.719101
0.138211	0.744382
0.146341	0.766854
0.154472	0.783708
0.162602	0.803371
0.170732	0.823034
0.178862	0.842697
0.195122	0.86236
0.203252	0.882022
0.219512	0.901685
0.227642	0.921348
0.243902	0.946629
0.260163	0.969101
0.276423	0.988764
0.300813	1.01404
0.317073	1.0309
0.333333	1.04775
0.349593	1.06461
0.373984	1.08146
0.398374	1.10393
0.422764	1.1236
0.447154	1.14045
0.479675	1.1573
0.512195	1.17416
0.552846	1.19101
0.585366	1.20787
0.617886	1.22472
0.658537	1.24157
0.699187	1.25562
0.747967	1.27247
0.788618	1.28652
0.837398	1.30337
0.886179	1.31461
0.926829	1.32584
0.97561	1.33708
1.01626	1.34831
1.07317	1.35955
1.13008	1.37079
1.17886	1.38202
1.23577	1.39045
1.29268	1.40169
1.36585	1.41292
1.43089	1.42416
1.5122	1.43539
1.5935	1.44663
1.65854	1.45506
1.71545	1.45787
1.77236	1.46067
1.82927	1.46629
1.87805	1.47191
1.93496	1.47753
1.99187	1.48596
2.04065	1.49157
2.09756	1.49438
2.1626	1.5
2.22764	1.50562
2.27642	1.50843
2.34146	1.51404
2.39837	1.51966
2.45528	1.52247
2.5122	1.52528
2.56911	1.52809
2.63415	1.5309
2.66667	1.53371
2.71545	1.53933
2.77236	1.54775
2.82114	1.55337
2.85366	1.55618
2.91057	1.55618
2.96748	1.55618
3.01626	1.55618
3.06504	1.55618
3.11382	1.5618
3.17073	1.56742
3.21138	1.57022
3.26016	1.57584
3.31707	1.57865
3.36585	1.58146
3.41463	1.58427
3.44715	1.58427
3.4878	1.58708
3.52846	1.58427
3.57724	1.58427
3.62602	1.58427
3.66667	1.58146
3.70732	1.58427
3.74797	1.58708
3.79675	1.58989
3.84553	1.59551
3.89431	1.59831
3.95122	1.60393
4	1.60674
4.04065	1.60955
4.0813	1.61236
4.12195	1.60955
4.1626	1.60955
4.19512	1.60674
4.23577	1.60393
4.27642	1.60112
4.3252	1.60674
4.37398	1.60955
4.41463	1.61236
4.45528	1.61517
4.50407	1.62079
4.54472	1.62079
4.58537	1.6236
4.63415	1.6236
4.6748	1.6264
4.73171	1.6264
4.78862	1.6264
4.84553	1.6264
4.90244	1.6264
4.95122	1.62921
4.98374	1.62921
5.03252	1.63202
5.07317	1.63202
5.09756	1.63202
